,Country,Latitude,Longitude,Confirmed,Deaths
2020-02-20,Central African Republic,6.6111,20.9394,0,0
2020-02-21,Central African Republic,6.6111,20.9394,0,0
2020-02-22,Central African Republic,6.6111,20.9394,0,0
2020-02-23,Central African Republic,6.6111,20.9394,0,0
2020-02-24,Central African Republic,6.6111,20.9394,0,0
2020-02-25,Central African Republic,6.6111,20.9394,0,0
2020-02-26,Central African Republic,6.6111,20.9394,0,0
2020-02-27,Central African Republic,6.6111,20.9394,0,0
2020-02-28,Central African Republic,6.6111,20.9394,0,0
2020-02-29,Central African Republic,6.6111,20.9394,0,0
2020-03-01,Central African Republic,6.6111,20.9394,0,0
2020-03-02,Central African Republic,6.6111,20.9394,0,0
2020-03-03,Central African Republic,6.6111,20.9394,0,0
2020-03-04,Central African Republic,6.6111,20.9394,0,0
2020-03-05,Central African Republic,6.6111,20.9394,0,0
2020-03-06,Central African Republic,6.6111,20.9394,0,0
2020-03-07,Central African Republic,6.6111,20.9394,0,0
2020-03-08,Central African Republic,6.6111,20.9394,0,0
2020-03-09,Central African Republic,6.6111,20.9394,0,0
2020-03-10,Central African Republic,6.6111,20.9394,0,0
2020-03-11,Central African Republic,6.6111,20.9394,0,0
2020-03-12,Central African Republic,6.6111,20.9394,0,0
2020-03-13,Central African Republic,6.6111,20.9394,0,0
2020-03-14,Central African Republic,6.6111,20.9394,0,0
2020-03-15,Central African Republic,6.6111,20.9394,1,0
2020-03-16,Central African Republic,6.6111,20.9394,1,0
2020-03-17,Central African Republic,6.6111,20.9394,1,0
2020-03-18,Central African Republic,6.6111,20.9394,1,0
2020-03-19,Central African Republic,6.6111,20.9394,1,0
2020-03-20,Central African Republic,6.6111,20.9394,3,0
2020-03-21,Central African Republic,6.6111,20.9394,3,0
2020-03-22,Central African Republic,6.6111,20.9394,3,0
2020-03-23,Central African Republic,6.6111,20.9394,3,0
2020-03-24,Central African Republic,6.6111,20.9394,3,0
2020-03-25,Central African Republic,6.6111,20.9394,3,0
2020-03-26,Central African Republic,6.6111,20.9394,3,0
2020-03-27,Central African Republic,6.6111,20.9394,3,0
2020-03-28,Central African Republic,6.6111,20.9394,3,0
2020-03-29,Central African Republic,6.6111,20.9394,3,0
2020-03-30,Central African Republic,6.6111,20.9394,3,0
2020-03-31,Central African Republic,6.6111,20.9394,3,0
2020-04-01,Central African Republic,6.6111,20.9394,3,0
2020-04-02,Central African Republic,6.6111,20.9394,3,0
2020-04-03,Central African Republic,6.6111,20.9394,8,0
2020-04-04,Central African Republic,6.6111,20.9394,8,0
2020-04-05,Central African Republic,6.6111,20.9394,8,0
2020-04-06,Central African Republic,6.6111,20.9394,8,0
2020-04-07,Central African Republic,6.6111,20.9394,8,0
2020-01-22,Chad,15.4542,18.7322,0,0
2020-01-23,Chad,15.4542,18.7322,0,0
2020-01-24,Chad,15.4542,18.7322,0,0
2020-01-25,Chad,15.4542,18.7322,0,0
2020-01-26,Chad,15.4542,18.7322,0,0
2020-01-27,Chad,15.4542,18.7322,0,0
2020-01-28,Chad,15.4542,18.7322,0,0
2020-01-29,Chad,15.4542,18.7322,0,0
2020-01-30,Chad,15.4542,18.7322,0,0
2020-01-31,Chad,15.4542,18.7322,0,0
2020-02-01,Chad,15.4542,18.7322,0,0
2020-02-02,Chad,15.4542,18.7322,0,0
2020-02-03,Chad,15.4542,18.7322,0,0
2020-02-04,Chad,15.4542,18.7322,0,0
2020-02-05,Chad,15.4542,18.7322,0,0
2020-02-06,Chad,15.4542,18.7322,0,0
2020-02-07,Chad,15.4542,18.7322,0,0
2020-02-08,Chad,15.4542,18.7322,0,0
2020-02-09,Chad,15.4542,18.7322,0,0
2020-02-10,Chad,15.4542,18.7322,0,0
2020-02-11,Chad,15.4542,18.7322,0,0
2020-02-12,Chad,15.4542,18.7322,0,0
2020-02-13,Chad,15.4542,18.7322,0,0
2020-02-14,Chad,15.4542,18.7322,0,0
2020-02-15,Chad,15.4542,18.7322,0,0
2020-02-16,Chad,15.4542,18.7322,0,0
2020-02-17,Chad,15.4542,18.7322,0,0
2020-02-18,Chad,15.4542,18.7322,0,0
2020-02-19,Chad,15.4542,18.7322,0,0
2020-02-20,Chad,15.4542,18.7322,0,0
2020-02-21,Chad,15.4542,18.7322,0,0
2020-02-22,Chad,15.4542,18.7322,0,0
2020-02-23,Chad,15.4542,18.7322,0,0
2020-02-24,Chad,15.4542,18.7322,0,0
2020-02-25,Chad,15.4542,18.7322,0,0
2020-02-26,Chad,15.4542,18.7322,0,0
2020-02-27,Chad,15.4542,18.7322,0,0
2020-02-28,Chad,15.4542,18.7322,0,0
2020-02-29,Chad,15.4542,18.7322,0,0
2020-03-01,Chad,15.4542,18.7322,0,0
2020-03-02,Chad,15.4542,18.7322,0,0
2020-03-03,Chad,15.4542,18.7322,0,0
2020-03-04,Chad,15.4542,18.7322,0,0
2020-03-05,Chad,15.4542,18.7322,0,0
2020-03-06,Chad,15.4542,18.7322,0,0
2020-03-07,Chad,15.4542,18.7322,0,0
2020-03-08,Chad,15.4542,18.7322,0,0
2020-03-09,Chad,15.4542,18.7322,0,0
2020-03-10,Chad,15.4542,18.7322,0,0
2020-03-11,Chad,15.4542,18.7322,0,0
2020-03-12,Chad,15.4542,18.7322,0,0
2020-03-13,Chad,15.4542,18.7322,0,0
2020-03-14,Chad,15.4542,18.7322,0,0
2020-03-15,Chad,15.4542,18.7322,0,0
2020-03-16,Chad,15.4542,18.7322,0,0
2020-03-17,Chad,15.4542,18.7322,0,0
2020-03-18,Chad,15.4542,18.7322,0,0
2020-03-19,Chad,15.4542,18.7322,1,0
2020-03-20,Chad,15.4542,18.7322,1,0
2020-03-21,Chad,15.4542,18.7322,1,0
2020-03-22,Chad,15.4542,18.7322,1,0
2020-03-23,Chad,15.4542,18.7322,1,0
2020-03-24,Chad,15.4542,18.7322,3,0
2020-03-25,Chad,15.4542,18.7322,3,0
2020-03-26,Chad,15.4542,18.7322,3,0
2020-03-27,Chad,15.4542,18.7322,3,0
2020-03-28,Chad,15.4542,18.7322,3,0
2020-03-29,Chad,15.4542,18.7322,3,0
2020-03-30,Chad,15.4542,18.7322,5,0
2020-03-31,Chad,15.4542,18.7322,7,0
2020-04-01,Chad,15.4542,18.7322,7,0
2020-04-02,Chad,15.4542,18.7322,8,0
2020-04-03,Chad,15.4542,18.7322,8,0
2020-04-04,Chad,15.4542,18.7322,9,0
2020-04-05,Chad,15.4542,18.7322,9,0
2020-04-06,Chad,15.4542,18.7322,9,0
2020-04-07,Chad,15.4542,18.7322,10,0
2020-01-22,Chile,-35.6751,-71.543,0,0
2020-01-23,Chile,-35.6751,-71.543,0,0
2020-01-24,Chile,-35.6751,-71.543,0,0
2020-01-25,Chile,-35.6751,-71.543,0,0
2020-01-26,Chile,-35.6751,-71.543,0,0
2020-01-27,Chile,-35.6751,-71.543,0,0
2020-01-28,Chile,-35.6751,-71.543,0,0
2020-01-29,Chile,-35.6751,-71.543,0,0
2020-01-30,Chile,-35.6751,-71.543,0,0
2020-01-31,Chile,-35.6751,-71.543,0,0
2020-02-01,Chile,-35.6751,-71.543,0,0
2020-02-02,Chile,-35.6751,-71.543,0,0
2020-02-03,Chile,-35.6751,-71.543,0,0
2020-02-04,Chile,-35.6751,-71.543,0,0
2020-02-05,Chile,-35.6751,-71.543,0,0
2020-02-06,Chile,-35.6751,-71.543,0,0
2020-02-07,Chile,-35.6751,-71.543,0,0
2020-02-08,Chile,-35.6751,-71.543,0,0
2020-02-09,Chile,-35.6751,-71.543,0,0
2020-02-10,Chile,-35.6751,-71.543,0,0
2020-02-11,Chile,-35.6751,-71.543,0,0
2020-02-12,Chile,-35.6751,-71.543,0,0
2020-02-13,Chile,-35.6751,-71.543,0,0
2020-02-14,Chile,-35.6751,-71.543,0,0
2020-02-15,Chile,-35.6751,-71.543,0,0
2020-02-16,Chile,-35.6751,-71.543,0,0
2020-02-17,Chile,-35.6751,-71.543,0,0
2020-02-18,Chile,-35.6751,-71.543,0,0
2020-02-19,Chile,-35.6751,-71.543,0,0
2020-02-20,Chile,-35.6751,-71.543,0,0
2020-02-21,Chile,-35.6751,-71.543,0,0
2020-02-22,Chile,-35.6751,-71.543,0,0
2020-02-23,Chile,-35.6751,-71.543,0,0
2020-02-24,Chile,-35.6751,-71.543,0,0
2020-02-25,Chile,-35.6751,-71.543,0,0
2020-02-26,Chile,-35.6751,-71.543,0,0
2020-02-27,Chile,-35.6751,-71.543,0,0
2020-02-28,Chile,-35.6751,-71.543,0,0
2020-02-29,Chile,-35.6751,-71.543,0,0
2020-03-01,Chile,-35.6751,-71.543,0,0
2020-03-02,Chile,-35.6751,-71.543,0,0
2020-03-03,Chile,-35.6751,-71.543,1,0
2020-03-04,Chile,-35.6751,-71.543,1,0
2020-03-05,Chile,-35.6751,-71.543,4,0
2020-03-06,Chile,-35.6751,-71.543,4,0
2020-03-07,Chile,-35.6751,-71.543,4,0
2020-03-08,Chile,-35.6751,-71.543,8,0
2020-03-09,Chile,-35.6751,-71.543,8,0
2020-03-10,Chile,-35.6751,-71.543,13,0
2020-03-11,Chile,-35.6751,-71.543,23,0
2020-03-12,Chile,-35.6751,-71.543,23,0
2020-03-13,Chile,-35.6751,-71.543,43,0
2020-03-14,Chile,-35.6751,-71.543,61,0
2020-03-15,Chile,-35.6751,-71.543,74,0
2020-03-16,Chile,-35.6751,-71.543,155,0
2020-03-17,Chile,-35.6751,-71.543,201,0
2020-03-18,Chile,-35.6751,-71.543,238,0
2020-03-19,Chile,-35.6751,-71.543,238,0
2020-03-20,Chile,-35.6751,-71.543,434,0
2020-03-21,Chile,-35.6751,-71.543,537,0
2020-03-22,Chile,-35.6751,-71.543,632,1
2020-03-23,Chile,-35.6751,-71.543,746,2
2020-03-24,Chile,-35.6751,-71.543,922,2
2020-03-25,Chile,-35.6751,-71.543,1142,3
2020-03-26,Chile,-35.6751,-71.543,1306,4
2020-03-27,Chile,-35.6751,-71.543,1610,5
2020-03-28,Chile,-35.6751,-71.543,1909,6
2020-03-29,Chile,-35.6751,-71.543,2139,7
2020-03-30,Chile,-35.6751,-71.543,2449,8
2020-03-31,Chile,-35.6751,-71.543,2738,12
2020-04-01,Chile,-35.6751,-71.543,3031,16
2020-04-02,Chile,-35.6751,-71.543,3404,18
2020-04-03,Chile,-35.6751,-71.543,3737,22
2020-04-04,Chile,-35.6751,-71.543,4161,27
2020-04-05,Chile,-35.6751,-71.543,4471,34
2020-04-06,Chile,-35.6751,-71.543,4815,37
2020-04-07,Chile,-35.6751,-71.543,5116,43
2020-01-22,Colombia,4.5709,-74.2973,0,0
2020-01-23,Colombia,4.5709,-74.2973,0,0
2020-01-24,Colombia,4.5709,-74.2973,0,0
2020-01-25,Colombia,4.5709,-74.2973,0,0
2020-01-26,Colombia,4.5709,-74.2973,0,0
2020-01-27,Colombia,4.5709,-74.2973,0,0
2020-01-28,Colombia,4.5709,-74.2973,0,0
2020-01-29,Colombia,4.5709,-74.2973,0,0
2020-01-30,Colombia,4.5709,-74.2973,0,0
2020-01-31,Colombia,4.5709,-74.2973,0,0
2020-02-01,Colombia,4.5709,-74.2973,0,0
2020-02-02,Colombia,4.5709,-74.2973,0,0
2020-02-03,Colombia,4.5709,-74.2973,0,0
2020-02-04,Colombia,4.5709,-74.2973,0,0
2020-02-05,Colombia,4.5709,-74.2973,0,0
2020-02-06,Colombia,4.5709,-74.2973,0,0
2020-02-07,Colombia,4.5709,-74.2973,0,0
2020-02-08,Colombia,4.5709,-74.2973,0,0
2020-02-09,Colombia,4.5709,-74.2973,0,0
2020-02-10,Colombia,4.5709,-74.2973,0,0
2020-02-11,Colombia,4.5709,-74.2973,0,0
2020-02-12,Colombia,4.5709,-74.2973,0,0
2020-02-13,Colombia,4.5709,-74.2973,0,0
2020-02-14,Colombia,4.5709,-74.2973,0,0
2020-02-15,Colombia,4.5709,-74.2973,0,0
2020-02-16,Colombia,4.5709,-74.2973,0,0
2020-02-17,Colombia,4.5709,-74.2973,0,0
2020-02-18,Colombia,4.5709,-74.2973,0,0
2020-02-19,Colombia,4.5709,-74.2973,0,0
2020-02-20,Colombia,4.5709,-74.2973,0,0
2020-02-21,Colombia,4.5709,-74.2973,0,0
2020-02-22,Colombia,4.5709,-74.2973,0,0
2020-02-23,Colombia,4.5709,-74.2973,0,0
2020-02-24,Colombia,4.5709,-74.2973,0,0
2020-02-25,Colombia,4.5709,-74.2973,0,0
2020-02-26,Colombia,4.5709,-74.2973,0,0
2020-02-27,Colombia,4.5709,-74.2973,0,0
2020-02-28,Colombia,4.5709,-74.2973,0,0
2020-02-29,Colombia,4.5709,-74.2973,0,0
2020-03-01,Colombia,4.5709,-74.2973,0,0
2020-03-02,Colombia,4.5709,-74.2973,0,0
2020-03-03,Colombia,4.5709,-74.2973,0,0
2020-03-04,Colombia,4.5709,-74.2973,0,0
2020-03-05,Colombia,4.5709,-74.2973,0,0
2020-03-06,Colombia,4.5709,-74.2973,1,0
2020-03-07,Colombia,4.5709,-74.2973,1,0
2020-03-08,Colombia,4.5709,-74.2973,1,0
2020-03-09,Colombia,4.5709,-74.2973,1,0
2020-03-10,Colombia,4.5709,-74.2973,3,0
2020-03-11,Colombia,4.5709,-74.2973,9,0
2020-03-12,Colombia,4.5709,-74.2973,9,0
2020-03-13,Colombia,4.5709,-74.2973,13,0
2020-03-14,Colombia,4.5709,-74.2973,22,0
2020-03-15,Colombia,4.5709,-74.2973,34,0
2020-03-16,Colombia,4.5709,-74.2973,54,0
2020-03-17,Colombia,4.5709,-74.2973,65,0
2020-03-18,Colombia,4.5709,-74.2973,93,0
2020-03-19,Colombia,4.5709,-74.2973,102,0
2020-03-20,Colombia,4.5709,-74.2973,128,0
2020-03-21,Colombia,4.5709,-74.2973,196,0
2020-03-22,Colombia,4.5709,-74.2973,231,2
2020-03-23,Colombia,4.5709,-74.2973,277,3
2020-03-24,Colombia,4.5709,-74.2973,378,3
2020-03-25,Colombia,4.5709,-74.2973,470,4
2020-03-26,Colombia,4.5709,-74.2973,491,6
2020-03-27,Colombia,4.5709,-74.2973,539,6
2020-03-28,Colombia,4.5709,-74.2973,608,6
2020-03-29,Colombia,4.5709,-74.2973,702,10
2020-03-30,Colombia,4.5709,-74.2973,798,12
2020-03-31,Colombia,4.5709,-74.2973,906,16
2020-04-01,Colombia,4.5709,-74.2973,1065,17
2020-04-02,Colombia,4.5709,-74.2973,1161,19
2020-04-03,Colombia,4.5709,-74.2973,1267,25
2020-04-04,Colombia,4.5709,-74.2973,1406,32
2020-04-05,Colombia,4.5709,-74.2973,1485,35
2020-04-06,Colombia,4.5709,-74.2973,1579,46
2020-04-07,Colombia,4.5709,-74.2973,1780,50
2020-01-22,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-23,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-24,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-25,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-26,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-27,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-28,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-29,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-30,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-01-31,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-01,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-02,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-03,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-04,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-05,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-06,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-07,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-08,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-09,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-10,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-11,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-12,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-13,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-14,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-15,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-16,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-17,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-18,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-19,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-20,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-21,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-22,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-23,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-24,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-25,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-26,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-27,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-28,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-02-29,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-01,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-02,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-03,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-04,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-05,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-06,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-07,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-08,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-09,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-10,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-11,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-12,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-13,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-14,Congo (Brazzaville),-4.0383,21.7587,0,0
2020-03-15,Congo (Brazzaville),-4.0383,21.7587,1,0
2020-03-16,Congo (Brazzaville),-4.0383,21.7587,1,0
2020-03-17,Congo (Brazzaville),-4.0383,21.7587,1,0
2020-03-18,Congo (Brazzaville),-4.0383,21.7587,1,0
2020-03-19,Congo (Brazzaville),-4.0383,21.7587,3,0
2020-03-20,Congo (Brazzaville),-4.0383,21.7587,3,0
2020-03-21,Congo (Brazzaville),-4.0383,21.7587,3,0
2020-03-22,Congo (Brazzaville),-4.0383,21.7587,3,0
2020-03-23,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-24,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-25,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-26,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-27,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-28,Congo (Brazzaville),-4.0383,21.7587,4,0
2020-03-29,Congo (Brazzaville),-4.0383,21.7587,19,0
2020-03-30,Congo (Brazzaville),-4.0383,21.7587,19,0
2020-03-31,Congo (Brazzaville),-4.0383,21.7587,19,0
2020-04-01,Congo (Brazzaville),-4.0383,21.7587,19,0
2020-04-02,Congo (Brazzaville),-4.0383,21.7587,22,2
2020-04-03,Congo (Brazzaville),-4.0383,21.7587,22,2
2020-04-04,Congo (Brazzaville),-4.0383,21.7587,22,2
2020-04-05,Congo (Brazzaville),-4.0383,21.7587,45,5
2020-04-06,Congo (Brazzaville),-4.0383,21.7587,45,5
2020-04-07,Congo (Brazzaville),-4.0383,21.7587,45,5
2020-01-22,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-23,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-24,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-25,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-26,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-27,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-28,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-29,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-30,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-01-31,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-01,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-02,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-03,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-04,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-05,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-06,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-07,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-08,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-09,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-10,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-11,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-12,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-13,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-14,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-15,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-16,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-17,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-18,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-19,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-20,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-21,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-22,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-23,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-24,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-25,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-26,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-27,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-28,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-02-29,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-01,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-02,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-03,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-04,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-05,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-06,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-07,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-08,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-09,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-10,Congo (Kinshasa),-4.0383,21.7587,0,0
2020-03-11,Congo (Kinshasa),-4.0383,21.7587,1,0
2020-03-12,Congo (Kinshasa),-4.0383,21.7587,1,0
2020-03-13,Congo (Kinshasa),-4.0383,21.7587,2,0
2020-03-14,Congo (Kinshasa),-4.0383,21.7587,2,0
2020-03-15,Congo (Kinshasa),-4.0383,21.7587,2,0
2020-03-16,Congo (Kinshasa),-4.0383,21.7587,2,0
2020-03-17,Congo (Kinshasa),-4.0383,21.7587,3,0
2020-03-18,Congo (Kinshasa),-4.0383,21.7587,4,0
2020-03-19,Congo (Kinshasa),-4.0383,21.7587,14,0
2020-03-20,Congo (Kinshasa),-4.0383,21.7587,18,0
2020-03-21,Congo (Kinshasa),-4.0383,21.7587,23,1
2020-03-22,Congo (Kinshasa),-4.0383,21.7587,30,1
2020-03-23,Congo (Kinshasa),-4.0383,21.7587,36,1
2020-03-24,Congo (Kinshasa),-4.0383,21.7587,45,2
2020-03-25,Congo (Kinshasa),-4.0383,21.7587,48,2
2020-03-26,Congo (Kinshasa),-4.0383,21.7587,51,3
2020-03-27,Congo (Kinshasa),-4.0383,21.7587,51,3
2020-03-28,Congo (Kinshasa),-4.0383,21.7587,65,6
2020-03-29,Congo (Kinshasa),-4.0383,21.7587,65,6
2020-03-30,Congo (Kinshasa),-4.0383,21.7587,81,8
2020-03-31,Congo (Kinshasa),-4.0383,21.7587,98,8
2020-04-01,Congo (Kinshasa),-4.0383,21.7587,109,9
2020-04-02,Congo (Kinshasa),-4.0383,21.7587,134,13
2020-04-03,Congo (Kinshasa),-4.0383,21.7587,134,13
2020-04-04,Congo (Kinshasa),-4.0383,21.7587,154,18
2020-04-05,Congo (Kinshasa),-4.0383,21.7587,154,18
2020-04-06,Congo (Kinshasa),-4.0383,21.7587,161,18
2020-04-07,Congo (Kinshasa),-4.0383,21.7587,180,18
2020-01-22,Costa Rica,9.7489,-83.7534,0,0
2020-01-23,Costa Rica,9.7489,-83.7534,0,0
2020-01-24,Costa Rica,9.7489,-83.7534,0,0
2020-01-25,Costa Rica,9.7489,-83.7534,0,0
2020-01-26,Costa Rica,9.7489,-83.7534,0,0
2020-01-27,Costa Rica,9.7489,-83.7534,0,0
2020-01-28,Costa Rica,9.7489,-83.7534,0,0
2020-01-29,Costa Rica,9.7489,-83.7534,0,0
2020-01-30,Costa Rica,9.7489,-83.7534,0,0
2020-01-31,Costa Rica,9.7489,-83.7534,0,0
2020-02-01,Costa Rica,9.7489,-83.7534,0,0
2020-02-02,Costa Rica,9.7489,-83.7534,0,0
2020-02-03,Costa Rica,9.7489,-83.7534,0,0
2020-02-04,Costa Rica,9.7489,-83.7534,0,0
2020-02-05,Costa Rica,9.7489,-83.7534,0,0
2020-02-06,Costa Rica,9.7489,-83.7534,0,0
2020-02-07,Costa Rica,9.7489,-83.7534,0,0
2020-02-08,Costa Rica,9.7489,-83.7534,0,0
2020-02-09,Costa Rica,9.7489,-83.7534,0,0
2020-02-10,Costa Rica,9.7489,-83.7534,0,0
2020-02-11,Costa Rica,9.7489,-83.7534,0,0
2020-02-12,Costa Rica,9.7489,-83.7534,0,0
2020-02-13,Costa Rica,9.7489,-83.7534,0,0
2020-02-14,Costa Rica,9.7489,-83.7534,0,0
2020-02-15,Costa Rica,9.7489,-83.7534,0,0
2020-02-16,Costa Rica,9.7489,-83.7534,0,0
2020-02-17,Costa Rica,9.7489,-83.7534,0,0
2020-02-18,Costa Rica,9.7489,-83.7534,0,0
2020-02-19,Costa Rica,9.7489,-83.7534,0,0
2020-02-20,Costa Rica,9.7489,-83.7534,0,0
2020-02-21,Costa Rica,9.7489,-83.7534,0,0
2020-02-22,Costa Rica,9.7489,-83.7534,0,0
2020-02-23,Costa Rica,9.7489,-83.7534,0,0
2020-02-24,Costa Rica,9.7489,-83.7534,0,0
2020-02-25,Costa Rica,9.7489,-83.7534,0,0
2020-02-26,Costa Rica,9.7489,-83.7534,0,0
2020-02-27,Costa Rica,9.7489,-83.7534,0,0
2020-02-28,Costa Rica,9.7489,-83.7534,0,0
2020-02-29,Costa Rica,9.7489,-83.7534,0,0
2020-03-01,Costa Rica,9.7489,-83.7534,0,0
2020-03-02,Costa Rica,9.7489,-83.7534,0,0
2020-03-03,Costa Rica,9.7489,-83.7534,0,0
2020-03-04,Costa Rica,9.7489,-83.7534,0,0
2020-03-05,Costa Rica,9.7489,-83.7534,0,0
2020-03-06,Costa Rica,9.7489,-83.7534,1,0
2020-03-07,Costa Rica,9.7489,-83.7534,1,0
2020-03-08,Costa Rica,9.7489,-83.7534,5,0
2020-03-09,Costa Rica,9.7489,-83.7534,9,0
2020-03-10,Costa Rica,9.7489,-83.7534,9,0
2020-03-11,Costa Rica,9.7489,-83.7534,13,0
2020-03-12,Costa Rica,9.7489,-83.7534,22,0
2020-03-13,Costa Rica,9.7489,-83.7534,23,0
